Protein_ID,Superfamily,Family,Subfamily
Q9H4M9,TRAFAC class dynamin-like GTPase superfamily,Dynamin/Fzo/YdjA family,EHD subfamily
Q9H4P4,,No SIMILARITY comment found,
Q9H4Q3,class V-like SAM-binding methyltransferase superfamily,,
Q9H4Q4,class V-like SAM-binding methyltransferase superfamily,,
Q9H4S2,,Antp homeobox family,
Q9H4T2,,krueppel C2H2-type zinc-finger protein family,
Q9H4W6,,COE family,
Q9H4X1,,No SIMILARITY comment found,
Q9H4Y5,GST superfamily,Omega family,
Q9H4Z2,,krueppel C2H2-type zinc-finger protein family,
Q9H4Z3,,CAPAM family,
Q9H501,,ESF1 family,
Q9H503,,BAF family,
Q9H511,,No SIMILARITY comment found,
Q9H553,,glycosyltransferase group 1 family,Glycosyltransferase 4 subfamily
Q9H568,,actin family,
Q9H579,,No SIMILARITY comment found,
Q9H582,,krueppel C2H2-type zinc-finger protein family,
Q9H583,,HEATR1/UTP10 family,
Q9H596,,protein-tyrosine phosphatase family,Non-receptor class dual specificity subfamily
Q9H598,,amino acid/polyamine transporter 2 family,
Q9H5C5,,No SIMILARITY comment found,
Q9H5F2,,CFAP68 family,
Q9H5H4,,krueppel C2H2-type zinc-finger protein family,
Q9H5I1,class V-like SAM-binding methyltransferase superfamily,Histone-lysine methyltransferase family,Suvar3-9 subfamily
Q9H5I4,,No SIMILARITY comment found,
Q9H5I5,,75) family,
Q9H5J0,,No SIMILARITY comment found,
Q9H5J4,,ELO family,ELOVL6 subfamily
Q9H5J8,,No SIMILARITY comment found,
Q9H5K3,protein kinase superfamily,Ser/Thr protein kinase family,STKL subfamily
Q9H5L6,,No SIMILARITY comment found,
Q9H5N1,,rabaptin family,
Q9H5P4,,No SIMILARITY comment found,
Q9H5Q2,,No SIMILARITY comment found,
Q9H5Q4,class I-like SAM-binding methyltransferase superfamily,rRNA adenine N(6)-methyltransferase family,KsgA subfamily
Q9H5U6,,ZCCHC4 family,
Q9H5V7,,Ikaros C2H2-type zinc-finger protein family,
Q9H5V8,,No SIMILARITY comment found,
Q9H5V9,,STEEP1 family,
Q9H5W7,,No SIMILARITY comment found,
Q9H5X1,,MIP18 family,
Q9H5Y7,,SLITRK family,
Q9H5Z1,,DEAD box helicase family,DEAH subfamily
Q9H5Z5,,No SIMILARITY comment found,
Q9H5Z6,,FAM124 family,
Q9H607,,ELL/occludin family,
Q9H609,,krueppel C2H2-type zinc-finger protein family,
Q9H611,,helicase family,PIF1 subfamily
Q9H614,TRAFAC class myosin-kinesin ATPase superfamily,Myosin family,
Q9H628,small GTPase superfamily,Ras family,
Q9H633,,eukaryotic/archaeal RNase P protein component 4 family,
Q9H641,,No SIMILARITY comment found,
Q9H649,class I-like SAM-binding methyltransferase superfamily,RsmB/NOP family,
Q9H665,,No SIMILARITY comment found,
Q9H668,,STN1 family,
Q9H669,,No SIMILARITY comment found,
Q9H672,,ankyrin SOCS box (ASB) family,
Q9H693,,No SIMILARITY comment found,
Q9H694,,BicC family,
Q9H6A0,,No SIMILARITY comment found,
Q9H6A9,,pecanex family,
Q9H6B1,,No SIMILARITY comment found,
Q9H6B4,,No SIMILARITY comment found,
Q9H6B9,AB hydrolase superfamily,Epoxide hydrolase family,
Q9H6D3,,XK family,
Q9H6D7,,HAUS4 family,
Q9H6D8,,No SIMILARITY comment found,
Q9H6E4,,CCDC134 family,
Q9H6E5,,DNA polymerase type-B-like family,
Q9H6F0,,No SIMILARITY comment found,
Q9H6F2,,TMEM38 family,
Q9H6F5,,No SIMILARITY comment found,
Q9H6G9,,No SIMILARITY comment found,
Q9H6H2,,No SIMILARITY comment found,
Q9H6H4,,DP1 family,
Q9H6I2,,No SIMILARITY comment found,
Q9H6J7,,CSTPP1 family,
Q9H6K1,,No SIMILARITY comment found,
Q9H6K4,,OPA3 family,
Q9H6K5,,No SIMILARITY comment found,
Q9H6L2,,TMEM231 family,
Q9H6L4,,No SIMILARITY comment found,
Q9H6L5,,RETREG family,
Q9H6N6,TRAFAC class myosin-kinesin ATPase superfamily,Myosin family,
Q9H6P5,,Ntn-hydrolase family,
Q9H6Q3,,No SIMILARITY comment found,
Q9H6Q4,,NARF family,
Q9H6R0,,DEAD box helicase family,DEAH subfamily
Q9H6R3,,ATP-dependent AMP-binding enzyme family,
Q9H6R4,,NRAP family,
Q9H6R6,,DHHC palmitoyltransferase family,
Q9H6R7,,No SIMILARITY comment found,
Q9H6S0,,DEAD box helicase family,DEAH subfamily
Q9H6S1,,No SIMILARITY comment found,
Q9H6S3,,EPS8 family,
Q9H6S7,,No SIMILARITY comment found,
Q9H6S8,,RNA polymerase beta chain family,
Q9H6T0,,ESRP family,
Q9H6T3,,RPAP3 family,
Q9H6U6,,BCAS3 family,
Q9H6U8,,glycosyltransferase 22 family,
Q9H6V3,,No SIMILARITY comment found,
Q9H6V9,AB hydrolase superfamily,LDAH family,
Q9H6W3,,ROX family,NO66 subfamily
Q9H6X2,,ATR family,
Q9H6X4,,TMEM134/TMEM230 family,
Q9H6X5,,No SIMILARITY comment found,
Q9H6Y2,,WD repeat WDR55 family,
Q9H6Y5,,No SIMILARITY comment found,
Q9H6Y7,,Godzilla family,
Q9H6Z4,,No SIMILARITY comment found,
Q9H6Z9,,No SIMILARITY comment found,
Q9H706,,GAREM family,
Q9H707,,krueppel C2H2-type zinc-finger protein family,
Q9H714,,No SIMILARITY comment found,
Q9H720,,PGAP2IP family,
Q9H741,,SPRING family,
Q9H756,,No SIMILARITY comment found,
Q9H765,,ankyrin SOCS box (ASB) family,
Q9H772,,DAN family,
Q9H773,,No SIMILARITY comment found,
Q9H777,,RNase Z family,
Q9H788,,No SIMILARITY comment found,
Q9H790,,EXO5 family,
Q9H792,protein kinase superfamily,,
Q9H799,,No SIMILARITY comment found,
Q9H7B2,,RPF2 family,
Q9H7B4,class V-like SAM-binding methyltransferase superfamily,Histone-lysine methyltransferase family,
Q9H7B7,,No SIMILARITY comment found,
Q9H7C4,,intermediate filament family,
Q9H7C9,,AAMDC family,
Q9H7D0,,DOCK family,
Q9H7D7,,No SIMILARITY comment found,
Q9H7E2,,No SIMILARITY comment found,
Q9H7E9,,UPF0488 family,
Q9H7F0,,3) family,Type V subfamily
Q9H7F4,,TMEM185 family,
Q9H7H0,methyltransferase superfamily,Rsm22 family,
Q9H7J1,,No SIMILARITY comment found,
Q9H7L2,,No SIMILARITY comment found,
Q9H7L9,,SDS3 family,
Q9H7M6,,No SIMILARITY comment found,
Q9H7M9,,No SIMILARITY comment found,
Q9H7N4,,splicing factor SR family,
Q9H7P6,,MVB12 family,
Q9H7P9,,No SIMILARITY comment found,
Q9H7R0,,krueppel C2H2-type zinc-finger protein family,
Q9H7R5,,krueppel C2H2-type zinc-finger protein family,
Q9H7S9,,Elbow/Noc family,
Q9H7T0,,No SIMILARITY comment found,
Q9H7T3,,No SIMILARITY comment found,
Q9H7T9,,AUNIP family,
Q9H7U1,,CCSER family,
Q9H7V2,,CD225/Dispanin family,
Q9H7X0,,acetyltransferase family,NAA60 subfamily
Q9H7X2,,No SIMILARITY comment found,
Q9H7X3,,krueppel C2H2-type zinc-finger protein family,
Q9H7X7,small GTPase superfamily,Rab family,
Q9H7Y0,,DIPK family,
Q9H7Z3,,NRDE2 family,
Q9H7Z6,,MYST (SAS/MOZ) family,
Q9H7Z7,GST superfamily,,
Q9H808,,WD repeat Groucho/TLE family,
Q9H813,,proton-activated chloride channel family,
Q9H814,,PHAX family,
Q9H816,,DNA repair metallo-beta-lactamase (DRMBL) family,
Q9H819,,No SIMILARITY comment found,
Q9H825,methyltransferase superfamily,METL family,
Q9H832,,ubiquitin-conjugating enzyme family,
Q9H836,,SNF5 family,
Q9H840,,gemin-7 family,
Q9H841,,NIPA family,
Q9H845,,acyl-CoA dehydrogenase family,
Q9H853,,tubulin family,
Q9H857,,5'(3')-deoxyribonucleotidase family,
Q9H867,methyltransferase superfamily,METTL21 family,
Q9H869,,No SIMILARITY comment found,
Q9H871,,No SIMILARITY comment found,
Q9H875,,PRKRIP1 family,
Q9H891,,No SIMILARITY comment found,
Q9H892,,No SIMILARITY comment found,
Q9H898,,No SIMILARITY comment found,
Q9H8E5,,No SIMILARITY comment found,
Q9H8E8,,No SIMILARITY comment found,
Q9H8G1,,krueppel C2H2-type zinc-finger protein family,
Q9H8G2,,No SIMILARITY comment found,
Q9H8H0,,No SIMILARITY comment found,
Q9H8H2,,DEAD box helicase family,DDX31/DBP7 subfamily
Q9H8H3,methyltransferase superfamily,,
Q9H8J5,,No SIMILARITY comment found,
Q9H8K7,,No SIMILARITY comment found,
Q9H8L6,,No SIMILARITY comment found,
Q9H8M1,,COQ10 family,
Q9H8M2,,No SIMILARITY comment found,
Q9H8M5,,ACDP family,
Q9H8M7,,MINDY deubiquitinase family,FAM188 subfamily
Q9H8M9,,EVA1 family,
Q9H8N7,,No SIMILARITY comment found,
Q9H8P0,,steroid 5-alpha reductase family,Polyprenal reductase subfamily
Q9H8S5,,No SIMILARITY comment found,
Q9H8S9,,MOB1/phocein family,
Q9H8T0,,ubiquitin-conjugating enzyme family,FTS subfamily
Q9H8U3,,No SIMILARITY comment found,
Q9H8V3,,No SIMILARITY comment found,
Q9H8W3,,No SIMILARITY comment found,
Q9H8W4,,No SIMILARITY comment found,
Q9H8W5,,TRIM/RBCC family,
Q9H8X2,,IPK1 type 2 family,
Q9H8X9,,DHHC palmitoyltransferase family,
Q9H8Y1,,vertnin family,
Q9H8Y5,,ANKZF1/VMS1 family,
Q9H8Y8,,GORASP family,
Q9H900,,ZWILCH family,
Q9H902,,DP1 family,
Q9H903,,tetrahydrofolate dehydrogenase/cyclohydrolase family,
Q9H910,,JUPITER family,
Q9H920,,RNF121 family,
Q9H930,,No SIMILARITY comment found,
Q9H932,,No SIMILARITY comment found,
Q9H936,,29) family,
Q9H939,,No SIMILARITY comment found,
Q9H944,,Mediator complex subunit 20 family,
Q9H963,,krueppel C2H2-type zinc-finger protein family,
Q9H967,,WD repeat DDB2/WDR76 family,
Q9H972,,No SIMILARITY comment found,
Q9H974,,queuine tRNA-ribosyltransferase family,QTRT2 subfamily
Q9H977,,No SIMILARITY comment found,
Q9H981,,actin family,ARP8 subfamily
Q9H987,,synaptopodin family,
Q9H992,,No SIMILARITY comment found,
Q9H993,,damage-control phosphatase family,Sugar phosphate phosphatase III subfamily
Q9H999,,type II pantothenate kinase family,
Q9H9A5,,CNOT10 family,
Q9H9A6,,No SIMILARITY comment found,
Q9H9A7,,RMI1 family,
Q9H9B1,class V-like SAM-binding methyltransferase superfamily,,
Q9H9B4,,sideroflexin family,
Q9H9C1,,SPE39 family,
Q9H9C5,,peptidase C19 family,
Q9H9D4,,No SIMILARITY comment found,
Q9H9E1,,No SIMILARITY comment found,
Q9H9E3,,COG4 family,
Q9H9F9,,actin family,ARP5 subfamily
Q9H9G7,,argonaute family,Ago subfamily
Q9H9H4,,VPS37 family,
Q9H9H5,,STOP family,
Q9H9I0,,No SIMILARITY comment found,
Q9H9J2,,ribonuclease III family,Mitochondrion-specific ribosomal protein mL44 subfamily
Q9H9J4,,peptidase C19 family,
Q9H9J5,,NOC2 family,
Q9H9K5,,gamma type-C retroviral envelope protein family,
Q9H9L3,,No SIMILARITY comment found,
Q9H9L4,,No SIMILARITY comment found,
Q9H9L7,,akirin family,
Q9H9P2,,No SIMILARITY comment found,
Q9H9P5,,unkempt family,
Q9H9P8,,L2HGDH family,
Q9H9Q2,,CSN7/EIF3M family,CSN7 subfamily
Q9H9Q4,,XRCC4-XLF family,XLF subfamily
Q9H9R9,,dysbindin family,
Q9H9S0,,Nanog homeobox family,
Q9H9S3,,SecY/SEC61-alpha family,
Q9H9S4,,Mo25 family,
Q9H9S5,,LicD transferase family,
Q9H9T3,,ELP3 family,
Q9H9V4,,No SIMILARITY comment found,
Q9H9V9,,No SIMILARITY comment found,
Q9H9Y2,,No SIMILARITY comment found,
Q9H9Y4,,GPN-loop GTPase family,
Q9H9Y6,,RNA polymerase beta chain family,
Q9H9Z2,,lin-28 family,
Q9HA38,,No SIMILARITY comment found,
Q9HA47,,uridine kinase family,
Q9HA64,,fructosamine kinase family,
Q9HA65,,No SIMILARITY comment found,
Q9HA72,,CALHM family,
Q9HA77,,class-I aminoacyl-tRNA synthetase family,
Q9HA82,,No SIMILARITY comment found,
Q9HA90,,No SIMILARITY comment found,
Q9HA92,,anaerobic coproporphyrinogen-III oxidase family,HemW subfamily
Q9HAA0,,No SIMILARITY comment found,
Q9HAA7,,No SIMILARITY comment found,
Q9HAB3,,riboflavin transporter family,
Q9HAB8,,PPC synthetase family,
Q9HAC7,,CoA-transferase III family,
Q9HAC8,,No SIMILARITY comment found,
Q9HAD4,,No SIMILARITY comment found,
Q9HAE3,,No SIMILARITY comment found,
Q9HAF1,,EAF6 family,
Q9HAH1,,krueppel C2H2-type zinc-finger protein family,
Q9HAH7,,No SIMILARITY comment found,
Q9HAI6,,No SIMILARITY comment found,
Q9HAJ7,,SAP30 family,
Q9HAK2,,COE family,
Q9HAN9,,eukaryotic NMN adenylyltransferase family,
Q9HAP2,,No SIMILARITY comment found,
Q9HAP6,,lin-7 family,
Q9HAQ2,TRAFAC class myosin-kinesin ATPase superfamily,Kinesin family,
Q9HAR2,,G-protein coupled receptor 2 family,LN-TM7 subfamily
Q9HAS0,,No SIMILARITY comment found,
Q9HAS3,,41) family,
Q9HAT0,,ropporin family,
Q9HAT1,,No SIMILARITY comment found,
Q9HAT2,,No SIMILARITY comment found,
Q9HAT8,,pellino family,
Q9HAU0,,No SIMILARITY comment found,
Q9HAU4,,No SIMILARITY comment found,
Q9HAU5,,No SIMILARITY comment found,
Q9HAU8,,peptidase M1 family,
Q9HAV0,,WD repeat G protein beta family,
Q9HAV2,,No SIMILARITY comment found,
Q9HAV4,,exportin family,
Q9HAV5,,No SIMILARITY comment found,
Q9HAV7,,GrpE family,
Q9HAW0,,TFIIB family,
Q9HAW4,,claspin family,
Q9HAW7,,UDP-glycosyltransferase family,
Q9HAW8,,UDP-glycosyltransferase family,
Q9HAW9,,UDP-glycosyltransferase family,
Q9HAY2,,No SIMILARITY comment found,
Q9HAY6,,carotenoid oxygenase family,
Q9HAZ1,protein kinase superfamily,CMGC Ser/Thr protein kinase family,Lammer subfamily
Q9HAZ2,,PRDM16 family,
Q9HB03,,ELO family,ELOVL3 subfamily
Q9HB07,,MYG1 family,
Q9HB09,,Bcl-2 family,
Q9HB14,,8) family,
Q9HB15,,8) family,
Q9HB19,,No SIMILARITY comment found,
Q9HB20,,No SIMILARITY comment found,
Q9HB21,,No SIMILARITY comment found,
Q9HB29,,interleukin-1 receptor family,
Q9HB31,,paired homeobox family,
Q9HB40,,peptidase S10 family,
Q9HB55,,cytochrome P450 family,
Q9HB58,,No SIMILARITY comment found,
Q9HB63,,No SIMILARITY comment found,
Q9HB65,,ELL/occludin family,
Q9HB66,,No SIMILARITY comment found,
Q9HB71,,No SIMILARITY comment found,
Q9HB75,,No SIMILARITY comment found,
Q9HB89,,G-protein coupled receptor 1 family,
Q9HB90,,GTR/RAG GTP-binding protein family,
Q9HB96,,No SIMILARITY comment found,
Q9HBA0,,4) family,TRPV4 sub-subfamily
Q9HBB3,,eukaryotic ribosomal protein eL6 family,
Q9HBB8,,No SIMILARITY comment found,
Q9HBD1,,No SIMILARITY comment found,
Q9HBD4,,SNF2/RAD54 helicase family,
Q9HBE1,,krueppel C2H2-type zinc-finger protein family,
Q9HBE4,,IL-15/IL-21 family,
Q9HBE5,,type I cytokine receptor family,Type 4 subfamily
Q9HBF4,,No SIMILARITY comment found,
Q9HBF5,,No SIMILARITY comment found,
Q9HBG4,,V-ATPase 116 kDa subunit family,
Q9HBG6,,No SIMILARITY comment found,
Q9HBG7,,No SIMILARITY comment found,
Q9HBH0,small GTPase superfamily,Rho family,
Q9HBH1,,polypeptide deformylase family,
Q9HBH5,,short-chain dehydrogenases/reductases (SDR) family,
Q9HBH6,,No SIMILARITY comment found,
Q9HBH7,,BEX family,
Q9HBH9,protein kinase superfamily,CAMK Ser/Thr protein kinase family,
Q9HBI0,,parvin family,
Q9HBI1,,parvin family,
Q9HBI5,,No SIMILARITY comment found,
Q9HBI6,,cytochrome P450 family,
Q9HBJ0,,PLAC1 family,
Q9HBJ7,,peptidase C19 family,
Q9HBJ8,,CLTRN family,
Q9HBK9,methyltransferase superfamily,Arsenite methyltransferase family,
Q9HBL0,,PTEN phosphatase protein family,
Q9HBL6,,No SIMILARITY comment found,
Q9HBL7,,No SIMILARITY comment found,
Q9HBL8,,NmrA-type oxidoreductase family,
Q9HBM0,,vezatin family,
Q9HBM1,,SPC25 family,
Q9HBM6,,TAF9 family,
Q9HBQ8,,GOLGA2 family,
Q9HBR0,,amino acid/polyamine transporter 2 family,
Q9HBR3,,No SIMILARITY comment found,
Q9HBT6,,No SIMILARITY comment found,
Q9HBT7,,krueppel C2H2-type zinc-finger protein family,
Q9HBT8,,krueppel C2H2-type zinc-finger protein family,
Q9HBU1,,BAR homeobox family,
Q9HBU6,,choline/ethanolamine kinase family,
Q9HBU9,,popeye family,
Q9HBV1,,popeye family,
Q9HBV2,,No SIMILARITY comment found,
Q9HBW0,,G-protein coupled receptor 1 family,
Q9HBW1,,No SIMILARITY comment found,
Q9HBW9,,G-protein coupled receptor 2 family,Adhesion G-protein coupled receptor (ADGR) subfamily
Q9HBX8,,G-protein coupled receptor 1 family,
Q9HBX9,,G-protein coupled receptor 1 family,
Q9HBY0,,No SIMILARITY comment found,
Q9HBY8,protein kinase superfamily,AGC Ser/Thr protein kinase family,
Q9HBZ2,,No SIMILARITY comment found,
Q9HC07,,GDT1 family,
Q9HC10,,ferlin family,
Q9HC16,,cytidine and deoxycytidylate deaminase family,
Q9HC21,,29) family,
Q9HC23,,AVIT (prokineticin) family,
Q9HC24,,BI1 family,LFG subfamily
Q9HC29,,NOD1-NOD2 family,
Q9HC35,,WD repeat EMAP family,
Q9HC36,class IV-like SAM-binding methyltransferase superfamily,RNA methyltransferase TrmH family,
Q9HC38,,glyoxalase I family,
Q9HC44,,vasculin family,
Q9HC52,,No SIMILARITY comment found,
Q9HC56,,No SIMILARITY comment found,
Q9HC57,,No SIMILARITY comment found,
Q9HC58,,19) family,SLC24A subfamily
Q9HC62,,peptidase C48 family,
Q9HC73,,type I cytokine receptor family,Type 5 subfamily
Q9HC74,,No SIMILARITY comment found,
Q9HC77,,TCP10 family,
Q9HC78,,No SIMILARITY comment found,
Q9HC84,,No SIMILARITY comment found,
Q9HC85,,No SIMILARITY comment found,
Q9HC96,,peptidase C2 family,
Q9HC97,,G-protein coupled receptor 1 family,
Q9HC98,protein kinase superfamily,NEK Ser/Thr protein kinase family,NIMA subfamily
Q9HCB6,,No SIMILARITY comment found,
Q9HCC0,,AccD/PCCB family,
Q9HCC6,,No SIMILARITY comment found,
Q9HCC8,,glycerophosphoryl diester phosphodiesterase family,
Q9HCC9,,lst-2 family,
Q9HCD5,,No SIMILARITY comment found,
Q9HCD6,,TANC family,
Q9HCE0,,EPG5 family,
Q9HCE1,,DNA2/NAM7 helicase family,SDE3 subfamily
Q9HCE3,,krueppel C2H2-type zinc-finger protein family,
Q9HCE5,,MT-A70-like family,
Q9HCE6,,No SIMILARITY comment found,
Q9HCE7,,No SIMILARITY comment found,
Q9HCE9,,anoctamin family,
Q9HCF6,,4) family,TRPM3 sub-subfamily
Q9HCG1,,krueppel C2H2-type zinc-finger protein family,
Q9HCG7,,non-lysosomal glucosylceramidase family,
Q9HCG8,,CWC22 family,
Q9HCH0,,No SIMILARITY comment found,
Q9HCH3,,copine family,
Q9HCH5,,No SIMILARITY comment found,
Q9HCI5,,No SIMILARITY comment found,
Q9HCI6,,No SIMILARITY comment found,
Q9HCI7,,MSL2 family,
Q9HCJ0,,GW182 family,
Q9HCJ1,,ANKH family,
Q9HCJ2,,No SIMILARITY comment found,
Q9HCJ3,,No SIMILARITY comment found,
Q9HCJ5,,No SIMILARITY comment found,
Q9HCJ6,,zinc-containing alcohol dehydrogenase family,Quinone oxidoreductase subfamily
Q9HCK0,,No SIMILARITY comment found,
Q9HCK1,,No SIMILARITY comment found,
Q9HCK3,,No SIMILARITY comment found,
Q9HCK4,immunoglobulin superfamily,ROBO family,
Q9HCK5,,argonaute family,Ago subfamily
Q9HCK8,,SNF2/RAD54 helicase family,CHD8 subfamily
Q9HCL0,,No SIMILARITY comment found,
Q9HCL2,,GPAT/DAPAT family,
Q9HCL3,,krueppel C2H2-type zinc-finger protein family,
Q9HCM1,,No SIMILARITY comment found,
Q9HCM2,,plexin family,
Q9HCM3,,UPF0606 family,
Q9HCM4,,No SIMILARITY comment found,
Q9HCM7,,AUTS2 family,
Q9HCM9,,TRIM/RBCC family,
Q9HCN2,,No SIMILARITY comment found,
Q9HCN3,,TMEM8 family,
Q9HCN4,,GPN-loop GTPase family,
Q9HCN6,,No SIMILARITY comment found,
Q9HCN8,,No SIMILARITY comment found,
Q9HCP0,protein kinase superfamily,CK1 Ser/Thr protein kinase family,Casein kinase I subfamily
Q9HCP6,,membrane-bound acyltransferase family,HHAT subfamily
Q9HCQ5,,glycosyltransferase 2 family,GalNAc-T subfamily
Q9HCQ7,,FARP (FMRFamide related peptide) family,
Q9HCR9,,cyclic nucleotide phosphodiesterase family,
Q9HCS2,,cytochrome P450 family,
Q9HCS4,,TCF/LEF family,
Q9HCS5,,No SIMILARITY comment found,
Q9HCS7,,crooked-neck family,
Q9HCT0,,heparin-binding growth factors family,
Q9HCU0,,No SIMILARITY comment found,
Q9HCU4,,G-protein coupled receptor 2 family,LN-TM7 subfamily
Q9HCU5,,No SIMILARITY comment found,
Q9HCU8,,DNA polymerase delta subunit 4 family,
Q9HCU9,,BRMS1 family,
Q9HCX3,,krueppel C2H2-type zinc-finger protein family,
Q9HCX4,,4) family,TRPC7 sub-subfamily
Q9HCY8,,S-100 family,
Q9HCZ1,,krueppel C2H2-type zinc-finger protein family,
Q9HD15,,SRA1 family,
Q9HD20,,3) family,Type V subfamily
Q9HD23,,35) family,
Q9HD26,,No SIMILARITY comment found,
Q9HD33,,universal ribosomal protein uL29 family,
Q9HD34,,complex I LYR family,
Q9HD36,,Bcl-2 family,
Q9HD40,,SepSecS family,
Q9HD42,,SNF7 family,
Q9HD43,,protein-tyrosine phosphatase family,Receptor class 3 subfamily
Q9HD45,,2) family,
Q9HD47,,MOG1 family,
Q9HD64,,GAGE family,
Q9HD67,TRAFAC class myosin-kinesin ATPase superfamily,Myosin family,
Q9HD89,,resistin/FIZZ family,
Q9HD90,,No SIMILARITY comment found,
Q9HDB5,,neurexin family,
Q9HDC5,,junctophilin family,
Q9HDC9,,strictosidine synthase family,
Q9HDD0,,H-rev107 family,
Q9MY50,,MHC class I family,
Q9NNW5,,WD repeat WDR6 family,
Q9NNW7,,class-I pyridine nucleotide-disulfide oxidoreductase family,
Q9NNX1,,tuftelin family,
Q9NNX6,,No SIMILARITY comment found,
Q9NNX9,,VCX/VCY family,
Q9NNZ3,,No SIMILARITY comment found,
Q9NNZ6,,protamine P3 family,
Q9NP08,,HMX homeobox family,
Q9NP31,,No SIMILARITY comment found,
Q9NP50,,SINHCAF family,
Q9NP55,BPI/LBP/Plunc superfamily,Plunc family,
Q9NP56,,cyclic nucleotide phosphodiesterase family,PDE7 subfamily
Q9NP58,ABC transporter superfamily,ABCB family,210) subfamily
Q9NP59,,100) family,SLC40A subfamily
Q9NP60,,interleukin-1 receptor family,
Q9NP61,,No SIMILARITY comment found,
Q9NP62,,No SIMILARITY comment found,
Q9NP64,,No SIMILARITY comment found,
Q9NP66,,No SIMILARITY comment found,
Q9NP70,,ameloblastin family,
Q9NP71,,No SIMILARITY comment found,
Q9NP72,small GTPase superfamily,Rab family,
Q9NP73,,glycosyltransferase 28 family,
Q9NP74,,paralemmin family,
Q9NP77,,SSU72 phosphatase family,
Q9NP78,ABC transporter superfamily,ABCB family,209) subfamily
Q9NP79,,VTA1 family,
Q9NP80,,No SIMILARITY comment found,
Q9NP81,,class-II aminoacyl-tRNA synthetase family,Type-1 seryl-tRNA synthetase subfamily
Q9NP84,,No SIMILARITY comment found,
Q9NP85,,band 7/mec-2 family,
Q9NP86,,No SIMILARITY comment found,
Q9NP87,,DNA polymerase type-X family,
Q9NP90,small GTPase superfamily,Rab family,
Q9NP91,,22) family,SLC6A20 subfamily
Q9NP92,,mitochondrion-specific ribosomal protein mL65 family,
Q9NP94,,5) family,
Q9NP95,,heparin-binding growth factors family,
Q9NP97,,GAMAD family,
Q9NP98,,myozenin family,
Q9NP99,,No SIMILARITY comment found,
Q9NPA0,,EMC7 family,
Q9NPA1,,1) family,KCNMB3 subfamily
Q9NPA2,,peptidase M10A family,
Q9NPA3,,SPOT14 family,
Q9NPA8,,ENY2 family,
Q9NPB0,,SAYSD1 family,
Q9NPB1,,5'(3')-deoxyribonucleotidase family,
Q9NPB3,,No SIMILARITY comment found,
Q9NPB6,,PAR6 family,
Q9NPB8,,glycerophosphoryl diester phosphodiesterase family,
Q9NPB9,,G-protein coupled receptor 1 family,Atypical chemokine receptor subfamily
Q9NPC1,,G-protein coupled receptor 1 family,
Q9NPC2,,8) family,
Q9NPC3,,No SIMILARITY comment found,
Q9NPC4,,glycosyltransferase 32 family,
Q9NPC6,,myozenin family,
Q9NPC7,,krueppel C2H2-type zinc-finger protein family,
Q9NPC8,,SIX/Sine oculis homeobox family,
Q9NPD3,,RNase PH family,
Q9NPD5,,60) family,
Q9NPD7,,neuritin family,
Q9NPD8,,ubiquitin-conjugating enzyme family,
Q9NPE2,,neugrin family,
Q9NPE3,,NOP10 family,
Q9NPE6,,No SIMILARITY comment found,
Q9NPF0,,No SIMILARITY comment found,
Q9NPF2,,sulfotransferase 2 family,
Q9NPF4,,KAE1 / TsaD family,
Q9NPF5,,No SIMILARITY comment found,
Q9NPF7,IL-6 superfamily,,
Q9NPF8,,No SIMILARITY comment found,
Q9NPG1,,G-protein coupled receptor Fz/Smo family,
Q9NPG2,,globin family,
Q9NPG3,,ubinuclein family,
Q9NPG4,,No SIMILARITY comment found,
Q9NPG8,,DHHC palmitoyltransferase family,
Q9NPH0,,histidine acid phosphatase family,
Q9NPH2,,myo-inositol 1-phosphate synthase family,
Q9NPH3,,interleukin-1 receptor family,
Q9NPH5,,No SIMILARITY comment found,
Q9NPH6,calycin superfamily,Lipocalin family,
Q9NPH9,,IL-10 family,
Q9NPI0,,TMEM138 family,
Q9NPI1,,No SIMILARITY comment found,
Q9NPI5,,uridine kinase family,NRK subfamily
Q9NPI6,,DCP1 family,
Q9NPI7,,No SIMILARITY comment found,
Q9NPI8,,No SIMILARITY comment found,
Q9NPI9,,1) family,KCNJ16 subfamily
Q9NPJ1,,TCP-1 chaperonin family,
Q9NPJ3,,thioesterase PaaI family,
Q9NPJ4,,PNRC family,PNRC2 subfamily
Q9NPJ6,,Mediator complex subunit 4 family,
Q9NPJ8,,No SIMILARITY comment found,
Q9NPL8,,Tim17/Tim22/Tim23 family,
Q9NPP4,,No SIMILARITY comment found,
Q9NPQ8,,synembryn family,
Q9NPR2,,semaphorin family,
Q9NPR5,,No SIMILARITY comment found,
Q9NPR9,,LU7TM family,
Q9NPV4,,No SIMILARITY comment found,
Q9NPY3,,No SIMILARITY comment found,
Q9NPZ5,,glycosyltransferase 43 family,
Q9NQ03,,snail C2H2-type zinc-finger protein family,
Q9NQ11,,3) family,Type V subfamily
Q9NQ25,,No SIMILARITY comment found,
Q9NQ29,,Luc7 family,
Q9NQ30,,No SIMILARITY comment found,
Q9NQ31,,No SIMILARITY comment found,
Q9NQ32,,No SIMILARITY comment found,
Q9NQ33,,No SIMILARITY comment found,
Q9NQ34,,TMEM9 family,
Q9NQ35,,No SIMILARITY comment found,
Q9NQ38,,No SIMILARITY comment found,
